influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63
sarah ayu,-0.09795655,-0.066575184,-0.036343988,-0.03050506,0.19759288,0.05431111,-0.013463247,-0.12671468,0.10749804,-0.13363782,-0.08988833,-0.04996842,0.04361309,0.08075553,-0.120409004,0.077280834,0.111472875,-0.06695155,0.0035265158,-0.1090851,-0.11391593,0.13568266,-0.14960332,0.047013596,-0.07768093,0.06974736,-0.03135471,0.034496106,-0.040636048,0.041291438,0.05355343,-0.100735635,0.08363055,-0.20548566,-0.04650853,-0.12189482,0.05840251,0.107126206,0.040264107,-0.017595269,0.098688245,0.0435313,0.06608901,-0.036806084,0.06380208,-0.12454844,0.006255564,-0.059964545,-0.118541375,-0.16571811,0.07532194,-0.1442129,0.094561234,-0.008895822,0.08550851,-0.055109065,0.05589989,-0.08378541,-0.045259908,-0.0785854,0.02088821,-0.039602697,0.004657267,0.04334207
agustina hermanto,-0.06792833,-0.056409337,-0.022309143,-0.058880344,0.17628735,0.04839368,0.009425923,-0.105647475,0.12727942,-0.1292951,-0.10291837,-0.04951836,0.10990846,0.07160236,-0.12944648,0.08218651,0.13643008,-0.038014255,-0.00044613058,-0.12263807,-0.09703845,0.12541187,-0.10011556,0.05053462,-0.03826957,0.10396453,-0.028555693,0.020640165,-0.06504443,0.049363535,0.06892769,-0.12506054,0.08054569,-0.22149742,-0.035922766,-0.17089391,0.09422897,0.09953283,0.04879169,-0.032889035,0.10371041,0.062065795,0.066200405,-0.04179009,0.06063041,-0.10599725,0.012091688,-0.0650588,-0.1291748,-0.17037675,0.029725093,-0.14435738,0.0690902,0.00018720102,0.087308094,-0.031937107,-0.0045948755,-0.06376965,-0.07113348,-0.03930468,-0.025333725,-0.034529477,-0.012085557,0.054435834
najwa shihab,-0.08109991,-0.056116343,-0.022882383,-0.033691168,0.14267905,0.076425865,-0.012445211,-0.12451258,0.0938616,-0.09868391,-0.082376435,-0.05560044,0.08353192,0.04621826,-0.11196129,0.07910012,0.1196523,-0.0458152,0.0056850463,-0.09577474,-0.092414096,0.082542166,-0.101702765,0.027283402,-0.023702595,0.082586035,-0.0405796,0.0020932327,-0.06411323,0.025333446,0.053677615,-0.09210189,0.05990562,-0.15138362,-0.020358399,-0.10181977,0.07949142,0.13567008,0.07671443,-0.04166417,0.08832419,0.029839406,0.053822666,-0.049268126,0.026857,-0.13861437,0.025753852,-0.050315,-0.0729319,-0.14281219,-0.020233251,-0.12241222,0.014313176,0.01632537,0.03436742,-0.034135107,-0.023764746,-0.08486274,-0.056269184,-0.05745461,-0.0066263797,-0.042746425,-0.0074799983,0.05017544
dewi lestari,-0.15486553,0.043456867,-0.48934776,-0.16379797,0.1551092,-0.15344828,0.23636758,-0.08254258,0.070561774,-0.31972903,-0.31109732,-0.012593745,-0.64979076,0.2612432,-0.118357524,-0.20152327,0.010420119,-0.021520909,0.14290556,0.032439474,-0.12427148,0.63694847,0.05377111,-0.20605741,0.44851127,-0.3154403,0.36773425,0.23599124,-0.34796637,-0.15095502,-0.16057856,-0.11480014,-0.342614,-0.28215575,-0.37117893,-0.124070376,-0.039024506,-0.12572847,0.036744185,-0.5425484,0.0072567626,0.05908393,-0.15712312,0.11585615,-0.09476684,0.21462321,-0.32193592,0.002309774,0.017599978,0.39087754,-0.23230714,-0.27058592,-0.22975942,-0.061845962,-0.17522517,0.07007462,-0.0065282094,-0.16457085,0.05207835,0.07675615,0.17750785,-0.26521266,-0.05735013,0.1803419
brian febrian,-0.0814556,-0.061419003,-0.012664308,-0.014954548,0.13243142,0.081432104,-0.028297976,-0.13122532,0.085485905,-0.08767125,-0.06886907,-0.055317894,0.08052977,0.02797511,-0.104296744,0.08939358,0.110977456,-0.0522699,0.001521671,-0.0892982,-0.08948343,0.05992537,-0.10024008,0.025380366,-0.035801627,0.07962115,-0.053099677,0.0026400525,-0.055246197,0.019877376,0.052598063,-0.07601279,0.074107446,-0.1258219,-0.011302669,-0.07845765,0.07183878,0.14249782,0.078309074,-0.022530839,0.07790393,0.019625656,0.048557814,-0.05583332,0.021904804,-0.1584467,0.023530658,-0.038529396,-0.057560854,-0.14070761,-0.017809149,-0.10608619,0.018972436,0.027271993,0.02656021,-0.036630306,-0.020745024,-0.08804173,-0.047875516,-0.070760965,-0.0071608596,-0.04163637,-0.0035591293,0.037929356
najelaa shihab,-0.10739772,-0.050272427,-0.057530027,-0.05643885,0.15099192,0.026024021,0.021244636,-0.085790545,0.100085095,-0.14371192,-0.11853052,-0.047422186,-0.0241648,0.08403936,-0.12010146,0.050154313,0.103502795,-0.041060753,0.0017642064,-0.080889046,-0.09231146,0.18325712,-0.09741731,0.01266375,-0.0056610573,0.0463833,0.021023706,0.062517494,-0.074259475,-0.0030861744,0.03826911,-0.09946621,0.0484557,-0.19163734,-0.07547941,-0.12575006,0.04802249,0.061431486,0.034190588,-0.059739873,0.080487356,0.050580107,0.01943143,-0.02045251,0.03962789,-0.096079364,-0.028953925,-0.04370294,-0.10438968,-0.10611839,0.01890488,-0.13697274,0.04227396,-0.0052879592,0.06341009,-0.03073046,0.041734174,-0.06010782,-0.049163103,-0.05204715,-0.0025957995,-0.064662576,-0.014509281,0.058079317
gede prama,0.2215707,-0.08848188,0.22388518,0.1596658,-0.41748172,0.083487086,-0.075378746,-0.08919167,0.10831066,0.20874791,0.12299491,0.04243507,0.4481779,-0.45280635,0.0065223034,0.2257924,0.0755343,0.18745571,0.022186104,0.06888309,0.24281679,-0.58481765,0.53468215,-0.032600813,0.34566545,0.21650976,-0.13405411,0.044206366,-0.1435113,-0.17633691,-0.018313153,0.16651404,0.25663996,0.39472502,0.28375483,-0.042854343,0.22507724,0.1538549,0.3827548,0.13367674,-0.17338398,0.02962714,-0.0738231,-0.23698045,-0.17663226,-0.4363583,0.010359242,0.19001515,0.21778363,0.13013306,-0.7150942,0.2710838,-0.45825776,0.5478426,-0.2989831,0.18990687,-0.70053834,-0.070146166,-0.04481991,0.056523032,-0.42823833,-0.018992422,-0.082062386,0.006889995
gitasav,-0.120773196,-0.07478142,0.003902508,0.014461198,0.14033675,0.066783674,-0.04967377,-0.10698358,0.0740557,-0.10014166,-0.060103253,-0.049161375,-0.004718776,0.035144426,-0.09480131,0.093644395,0.080028355,-0.07182169,-0.014793091,-0.07058858,-0.0914429,0.08451621,-0.14681987,0.033462398,-0.10657595,0.05844599,-0.041252136,0.05422876,-0.0025453973,-0.0065583307,0.040916007,-0.044454407,0.11805135,-0.11448507,-0.026291288,-0.047167234,0.017878756,0.10297504,0.03391275,0.043051526,0.06626709,0.017049965,0.033092525,-0.0406428,0.04585038,-0.18254915,0.007533413,-0.026748141,-0.08233697,-0.1554595,0.07395827,-0.0877648,0.08939643,0.01688093,0.07811886,-0.063817106,0.08832452,-0.06673131,-0.02714713,-0.119308546,0.008806534,-0.04483959,0.008966109,0.015348632
alya nurshabrina,-0.068428054,-0.055594355,0.038726375,-0.020153169,0.06780025,0.05936162,-0.021228971,-0.06415026,0.09514651,-0.076447636,-0.0729533,-0.047397867,0.093903475,-0.0063813403,-0.1019599,0.10972126,0.113267094,-0.020378381,-0.02689853,-0.07607825,-0.047374494,0.04236032,-0.038732067,0.026947532,-0.025961373,0.11171789,-0.03794042,0.036259294,-0.043202385,-0.015754387,0.060537763,-0.06422284,0.118688375,-0.099149756,-0.00044398115,-0.10372865,0.071716726,0.090354316,0.05417882,0.027895134,0.057643965,0.038577817,0.013510397,-0.05466909,0.022309415,-0.17178595,0.011457815,-0.015293816,-0.07384434,-0.14241093,-0.03415953,-0.06249114,0.024349239,0.051192634,0.060934417,-0.017904336,-0.0294597,-0.027049344,-0.06363261,-0.056522995,-0.082741916,-0.043022767,-0.023446929,0.0253536
reza aditya,-0.07546519,-0.0642845,-0.02859271,-0.007324448,0.15268472,0.0641091,-0.03238956,-0.13562629,0.09813931,-0.105246805,-0.07063043,-0.046086892,0.052644916,0.03501585,-0.10708597,0.09584877,0.10562832,-0.064323604,0.005313892,-0.09615942,-0.093493894,0.07580182,-0.10324457,0.034452796,-0.049277604,0.06486179,-0.045104027,0.031894993,-0.049981393,0.023570627,0.041066185,-0.07352598,0.08743009,-0.14992912,-0.026914366,-0.09352891,0.06364134,0.1250877,0.06458302,-0.011086669,0.0759657,0.030287564,0.05368816,-0.048891485,0.03461294,-0.1529001,0.004334549,-0.033452913,-0.07470624,-0.13192835,0.013371784,-0.11108026,0.05503951,0.027233802,0.044016942,-0.04176135,-0.0017958991,-0.09231843,-0.031114727,-0.077080384,0.004737764,-0.04669396,0.0015224506,0.03232597
felix siauw,-0.12357828,-0.05861097,0.03485342,-0.04260337,0.09766006,0.03857091,0.0023232976,-0.027553566,0.088823855,-0.11174898,-0.09893953,-0.052649457,0.019126114,0.046905994,-0.109537326,0.07605317,0.10100775,-0.021216601,-0.037893265,-0.06577194,-0.063908465,0.13503778,-0.09805547,0.026757948,-0.06220013,0.09915401,0.0004893318,0.0641587,-0.020123053,-0.029124683,0.06592727,-0.07720706,0.11572291,-0.13712507,-0.035820894,-0.10871205,0.034932606,0.042535275,0.008357527,0.030867022,0.071301416,0.047473174,-0.00019420614,-0.029155418,0.05177511,-0.14601427,-0.00013786543,-0.03572706,-0.119151,-0.16624773,0.048070766,-0.0857304,0.06764416,0.005701907,0.115097895,-0.03668723,0.081095725,0.00020578915,-0.07495664,-0.0742639,-0.06518473,-0.044175155,-0.020999141,0.034887534
agustinus wibowo,-0.112039626,-0.04904086,-0.058817297,-0.07118299,0.15686189,0.06788662,0.02487297,-0.12405215,0.07767457,-0.11671842,-0.11118619,-0.06823922,0.04354,0.086012036,-0.120735526,0.03248538,0.11880801,-0.036932785,0.013707001,-0.08494876,-0.111148596,0.15846416,-0.117882594,-0.0014138196,0.017351162,0.060866535,-0.007948209,-0.018142173,-0.10002555,0.021412022,0.05962172,-0.1207937,0.0011064745,-0.17334934,-0.049929082,-0.09556034,0.077092536,0.12942708,0.07886362,-0.11468709,0.09834566,0.021795418,0.0364215,-0.03870387,0.017617181,-0.094586335,0.0123575665,-0.067054614,-0.06361372,-0.12303645,-0.03353642,-0.15676521,-0.025135288,-0.01747166,0.0071738185,-0.027100071,-0.0050640726,-0.090445675,-0.0742733,-0.041215163,0.015249474,-0.050014764,-0.0116991075,0.07618763
rara sekar,-0.13467236,-0.002223481,0.184023,-0.03136818,0.043228686,-0.14638434,-0.013462798,0.120697916,-0.041697685,-0.25007308,-0.057189234,-0.016723402,-0.06697619,-0.052646194,-0.065336965,0.07320436,0.0105464775,0.03578606,-0.15985565,0.027652653,-0.035280645,0.17323509,-0.13766724,0.034625553,-0.19915476,0.08392781,0.09600665,0.07256425,0.15566084,-0.13861533,0.22936186,0.005702153,0.21667698,0.021737041,-0.076735154,-0.0371322,-0.061063208,-0.069552645,-0.30853587,0.04778777,0.09350854,0.1348165,-0.13429296,-0.042243928,0.04871709,-0.016199999,0.06427295,-0.06936853,-0.17553413,-0.21974131,0.24825622,0.041416943,0.2105434,0.027340898,0.3732586,-0.106413946,0.23601651,0.10979876,-0.062573135,-0.09617521,-0.13076107,-0.037037555,-0.13375533,-0.02964564
isyana sarasvati,-0.1327483,-0.054381043,-0.042819154,-0.06476376,0.15033276,0.06677915,0.021046788,-0.11269072,0.06560199,-0.11539951,-0.10872738,-0.071753345,0.024532437,0.084925234,-0.116276205,0.03008077,0.10855211,-0.037775673,0.0016816831,-0.073375314,-0.1109117,0.16820364,-0.13206297,-0.006119148,-0.0033578072,0.060743645,-0.0077637816,-0.013740264,-0.08557601,0.009958129,0.066593215,-0.1124273,0.0144157875,-0.15706222,-0.050354246,-0.0749977,0.059154782,0.11817435,0.064136,-0.094777904,0.09162514,0.014414508,0.021516494,-0.038960684,0.02167508,-0.105050504,0.007249142,-0.061938584,-0.06296347,-0.1333969,-0.007662512,-0.14594609,-0.01058354,-0.021651518,0.017571572,-0.03355016,0.033509698,-0.07731255,-0.07723682,-0.056291856,0.011382086,-0.047915213,-0.010312315,0.06747471
vidi aldiano,-0.085524336,-0.056227848,-0.013946114,-0.06632757,0.13430712,0.031347018,0.02495897,-0.08614689,0.10296374,-0.123261616,-0.110940754,-0.0569954,0.07965505,0.053502075,-0.12381217,0.0669633,0.12282157,-0.021302098,-0.016374746,-0.09446042,-0.086561516,0.15301442,-0.06455676,0.014706746,-0.0025864062,0.094593674,-0.012183599,0.017939437,-0.09000479,0.019007623,0.08193723,-0.121286266,0.07266417,-0.1820769,-0.0450336,-0.13970402,0.083448805,0.075146936,0.04097271,-0.049619526,0.078369975,0.04623405,0.014478802,-0.04748021,0.040087014,-0.10222389,-0.024727374,-0.041750245,-0.0935467,-0.13875991,0.004404762,-0.12332822,0.03914447,0.0055271424,0.055894643,-0.01231575,0.0021719548,-0.04339968,-0.0836024,-0.032835323,-0.053108856,-0.040989585,-0.022408478,0.048794568
helga angelina,0.19879009,0.15452966,-0.11739087,-0.06548807,-0.50556386,-0.2502631,0.012410805,0.11573574,-0.07980786,-0.14077494,-0.075593136,0.049302265,-0.3358822,-0.43491447,0.043927208,0.11982483,-0.014488183,0.16242805,-0.040020116,0.2174191,0.23931584,-0.14030597,0.6482612,-0.2808506,0.6772946,-0.15410201,0.28666833,0.20318297,-0.30182672,-0.4614442,-0.041613176,0.16860208,-0.13291909,0.43715996,-0.10464663,0.06229925,0.04633391,-0.035085637,0.0025018193,-0.37886578,-0.1333165,0.07259657,-0.3774234,-0.017367944,-0.41684714,0.025553338,-0.12481574,0.21998116,0.37770993,0.5617595,-0.84536487,0.25032347,-0.575564,0.41305918,-0.26472473,0.17818865,-0.6949637,-0.0317718,0.14071615,0.18185422,-0.25926784,-0.3143116,-0.28137186,0.032855816
melati wijsen,-0.108545564,0.06624005,0.0015702243,-0.094194576,0.028939022,-0.23225039,0.05723535,0.14020947,-0.031032152,-0.33067724,-0.15004411,-0.00095603016,-0.2803749,0.00266662,-0.08162695,0.004900108,-0.00023584254,0.062542334,-0.109758995,0.06527665,-0.017675944,0.3236392,-0.009807859,-0.046995033,0.009207408,-0.05478268,0.2517592,0.15051253,0.035658173,-0.21138796,0.13238515,-0.011676029,0.05084695,-0.00073434785,-0.20581864,-0.089590944,-0.07550864,-0.14305428,-0.31015432,-0.16036296,0.07013832,0.17718461,-0.2176224,-0.004817671,-0.00017262297,0.11503559,-0.027542409,-0.03896926,-0.13324809,-0.0043196985,0.07977021,-0.001334809,0.07609023,0.034533426,0.2839288,-0.05782394,0.13431643,0.084824935,-0.024682237,0.004740143,-0.089534655,-0.13177942,-0.16764952,0.015491023
anindya kusuma,-0.10679217,-0.0051888498,0.17055449,-0.021606717,0.060595892,-0.13274747,-0.025535457,0.086926475,-0.028437246,-0.2477091,-0.044099607,-0.012743222,-0.026727568,-0.061581343,-0.063264236,0.0891099,0.023050793,0.020651087,-0.14093909,0.008585628,-0.04102978,0.13339096,-0.13406293,0.047877915,-0.19082452,0.08461026,0.071703464,0.0631259,0.14773312,-0.112368405,0.22011173,0.0060288277,0.21283689,0.0118744355,-0.06263577,-0.04959894,-0.03772473,-0.032850727,-0.28340977,0.038450092,0.102883905,0.13416326,-0.10154037,-0.04690762,0.045726728,-0.02508975,0.07639877,-0.07662499,-0.16462022,-0.2121695,0.22285339,0.03164868,0.20289835,0.042604703,0.35695678,-0.10248071,0.18247403,0.07357882,-0.04899674,-0.092818506,-0.11644135,-0.034364928,-0.1298198,-0.027657619
eva bande,-0.19049835,-0.048515707,-0.31258887,0.49892133,0.060316794,-0.031709015,-0.38369995,-0.41168976,-0.35530493,-0.17950903,0.24762443,0.1580554,-1.1891431,-0.18443638,0.04732816,0.069731645,-0.42120245,-0.36558658,0.21922445,0.33644894,-0.13801938,-0.005960933,-0.41534087,-0.13837391,-0.14495547,-0.58992267,0.15076962,0.35416192,0.20303184,-0.41917133,-0.19562209,0.64743316,0.034001116,0.48240662,-0.18709771,0.81478953,-0.41142148,0.23410723,-0.16175935,-0.08160133,-0.14807096,-0.30444768,-0.05939926,-0.019803884,-0.27288198,-0.2805943,-0.13945414,0.20468616,0.3547405,0.52668464,0.092756495,0.06084808,-0.003585942,0.16006008,-0.15325572,-0.19812354,0.31433535,-0.50511396,0.6164478,-0.52711695,0.7017982,-0.3714921,0.016433638,-0.15841037
zahra muzdalifah,-0.09454246,-0.05790078,0.0058867997,-0.060615003,0.12457979,0.034853287,0.018455021,-0.070047505,0.100223556,-0.11842851,-0.106667414,-0.05700893,0.076190576,0.04982,-0.120424114,0.07191563,0.11936711,-0.019791141,-0.024968393,-0.08906889,-0.080313325,0.14462626,-0.07334469,0.019846618,-0.022391943,0.10277713,-0.013715612,0.02566995,-0.06999618,0.00954651,0.08326718,-0.11199169,0.08902171,-0.16997209,-0.0384881,-0.1337795,0.073495016,0.06783659,0.03151775,-0.02364134,0.07726882,0.046742596,0.011432002,-0.045494724,0.045428842,-0.115722336,-0.015980488,-0.041074876,-0.10193656,-0.15359476,0.018951267,-0.11192851,0.050084367,0.005967644,0.07449443,-0.01864611,0.022585679,-0.029038988,-0.08556411,-0.043211006,-0.061701383,-0.038374856,-0.022553869,0.043437377
sarwendah,-0.06462167,-0.05477182,-0.061972454,-0.045136906,0.18014076,0.05645944,-0.0023124507,-0.12682988,0.1197615,-0.12833744,-0.09919425,-0.045214202,0.06285997,0.07489729,-0.12346502,0.078386165,0.12740529,-0.05151304,0.016258799,-0.11721593,-0.100310005,0.118845284,-0.10197309,0.042135,-0.020714212,0.068204165,-0.020996504,0.031799812,-0.072396845,0.04266432,0.037079792,-0.1066043,0.052307423,-0.2064544,-0.046469904,-0.14639592,0.08254793,0.11496493,0.06978528,-0.052259497,0.10150173,0.05246097,0.06669052,-0.03809327,0.045426607,-0.11030918,0.007782715,-0.055405654,-0.10498282,-0.13240698,0.0020681312,-0.14981976,0.044310823,0.0064510833,0.05621747,-0.035509344,-0.020843178,-0.09525396,-0.042557895,-0.04364361,0.012701693,-0.052601986,-0.0027521788,0.057365708
cut meyriska,-0.088461116,-0.063765496,-0.062625974,-0.032626383,0.21319887,0.060778502,-0.014950116,-0.1379089,0.114394136,-0.13832185,-0.0931723,-0.047005028,0.036761068,0.0940571,-0.12288132,0.07572475,0.11683779,-0.07198727,0.015755372,-0.118449524,-0.11851443,0.13479953,-0.15535155,0.052613236,-0.06947899,0.05902001,-0.027266461,0.03741356,-0.045076072,0.050379783,0.037177257,-0.10196782,0.06415492,-0.21921346,-0.052102372,-0.13035625,0.06179075,0.11812714,0.05425857,-0.032351207,0.10948108,0.047265727,0.07952438,-0.033012502,0.06321886,-0.11746852,0.0138804205,-0.06532806,-0.12103614,-0.1569995,0.06285996,-0.15976629,0.085470885,-0.011458635,0.07977197,-0.05837074,0.039092213,-0.10243027,-0.033949226,-0.072118804,0.043499663,-0.047102712,0.009788063,0.051515587
danu alqamara,0.05039012,-0.006114822,-0.38998675,0.54452515,-0.33946735,0.12996326,-0.5068308,-0.73340523,-0.11189071,0.18873715,0.2819007,0.3083422,-0.7907263,-0.57558936,0.058888912,0.09463631,-0.43860024,-0.2185345,0.33630222,0.33998543,0.14914553,-0.6682333,0.43440568,-0.35321072,0.32780752,-0.49214,0.011838298,0.5167589,0.016618915,-0.39664462,-0.35106233,0.6755806,0.13284196,0.8845101,-0.054005444,0.61593103,-0.2271913,0.32349604,0.3849994,-0.06682263,-0.3317842,-0.25369903,0.13966107,-0.2594062,-0.36864144,-0.6473196,-0.20314553,0.5165309,0.61205417,0.8994949,-0.7386066,0.35145366,-0.62329924,0.5520623,-0.632134,-0.1640975,-0.4593469,-0.58188653,0.598657,-0.3602419,0.52372986,-0.2941685,0.20430514,-0.04276717
donna harun,-0.098737046,-0.053352512,-0.07212071,-0.027794022,0.17010574,0.044007942,-0.008158958,-0.11632111,0.10275317,-0.13788953,-0.09897852,-0.0402785,-0.035488203,0.08102429,-0.11398572,0.06522046,0.09771116,-0.06612065,0.017623357,-0.087089755,-0.09869857,0.14392906,-0.12195231,0.02728913,-0.030563839,0.030000467,0.0041314163,0.07025501,-0.053772952,0.0053177825,0.013787072,-0.078547925,0.052717898,-0.18629655,-0.068035975,-0.110215604,0.040899232,0.090729445,0.048776887,-0.043840416,0.08434652,0.046086572,0.04866391,-0.019440154,0.039835934,-0.118336394,-0.0099254865,-0.043943845,-0.10100187,-0.10423265,0.025279753,-0.13781762,0.05323603,0.0035572238,0.059952296,-0.048361883,0.036258295,-0.090537354,-0.020057756,-0.07304028,0.03428763,-0.06785809,-0.00071945455,0.05280094
rian fahardhi,-0.087068275,-0.04383786,-0.038075406,-0.060610097,0.14505744,0.0356445,0.017937534,-0.06740621,0.12192656,-0.13778614,-0.11696476,-0.041172307,0.018308848,0.0813372,-0.12311738,0.06742822,0.120266326,-0.03231614,0.0019967787,-0.09563963,-0.077887446,0.1485173,-0.09017107,0.03707178,-0.014307544,0.07452126,0.015248263,0.06925907,-0.056003876,0.0025746673,0.034350254,-0.10105849,0.06427328,-0.20409885,-0.058700204,-0.16294347,0.062832184,0.06303139,0.037449323,-0.035002936,0.09305534,0.07081443,0.04308684,-0.01653087,0.04943251,-0.10309468,0.0027786735,-0.054743655,-0.13380715,-0.13097149,0.009189,-0.13336298,0.04709565,0.0023476146,0.09471016,-0.032903656,0.015281141,-0.04716867,-0.054154992,-0.042559847,-0.021868717,-0.059958547,-0.0198367,0.062887795
nona berlian sakina,0.024407525,0.006870662,-0.13668403,-0.0056621144,-0.08810118,0.027129233,9.47183e-05,-0.10773726,0.08528818,-0.053704128,-0.089099094,-0.0054508843,-0.1001593,-0.08238392,-0.07598628,0.08781667,0.08348355,-0.0040625953,0.05766519,-0.003152113,0.03225427,-0.018648844,0.21409604,-0.08670786,0.30178362,-0.04452189,0.0606979,0.11509786,-0.20281334,-0.13234645,-0.09375815,0.0106664095,-0.041981578,0.023117436,-0.055206925,-0.06454397,0.08783281,0.09662605,0.17964464,-0.16177326,-0.029633576,0.033344913,-0.060589984,-0.037923917,-0.1391145,-0.14921743,-0.08590178,0.09034896,0.10296227,0.19480893,-0.41931304,-0.017221162,-0.25753754,0.17551889,-0.19068834,0.06838896,-0.33147082,-0.11645423,0.04138659,0.031267762,-0.065469734,-0.15920115,-0.06001758,0.065638125
henjiwong,-0.09103869,-0.056132887,-0.109969236,-0.025160002,0.19484028,0.047560856,-0.010611309,-0.15503003,0.0989425,-0.1423145,-0.09830996,-0.04220192,-0.041806526,0.08806093,-0.11569838,0.05873586,0.0972314,-0.079373896,0.032204725,-0.09496105,-0.11593774,0.15209761,-0.12523541,0.019052085,-0.014187999,0.006848105,-0.0012817541,0.055467747,-0.07757702,0.023638844,0.0065034535,-0.08473972,0.025499811,-0.19440016,-0.07752689,-0.09879137,0.047584943,0.11441257,0.06875777,-0.07926178,0.087456144,0.03501758,0.054422855,-0.026331866,0.031474706,-0.1080412,-0.02200938,-0.042230453,-0.0776921,-0.08177954,0.0122528225,-0.15633303,0.040596575,0.0007730216,0.02360229,-0.04703096,0.016520243,-0.12649757,-0.0074366503,-0.068953864,0.06693117,-0.07254945,0.0087744985,0.056144312
anakjajan,-0.13922676,-0.05963494,-0.01519912,-0.044029057,0.14553648,0.034604535,0.0065700416,-0.053152774,0.08972044,-0.13833424,-0.109767154,-0.050887253,-0.038564153,0.08704545,-0.1141015,0.055920064,0.09340903,-0.042526394,-0.019027108,-0.07087453,-0.088684976,0.18079998,-0.1394637,0.026699688,-0.06757562,0.062092923,0.016332135,0.07647425,-0.024209667,-0.017966844,0.046029516,-0.082246095,0.08534126,-0.17325492,-0.06529392,-0.10642357,0.019011835,0.045177035,0.0070559853,0.00021735684,0.0835369,0.048052676,0.014375723,-0.015635885,0.06011502,-0.12409507,-0.0098479865,-0.047917508,-0.12881409,-0.15120658,0.07742659,-0.119953394,0.08135851,-0.016443577,0.1131771,-0.051330473,0.113647,-0.030704696,-0.05502764,-0.08325134,-0.009874079,-0.055310108,-0.009170333,0.04543019
kuliner koko,-0.15315975,-0.06878622,0.0021711066,-0.011962174,0.1439282,0.04823566,-0.023163702,-0.059244245,0.07659049,-0.1254943,-0.08721973,-0.049153373,-0.059805077,0.07397762,-0.10268706,0.06869103,0.077177435,-0.059951074,-0.022333162,-0.061164156,-0.08966632,0.15007721,-0.1693658,0.034212224,-0.11260302,0.05464404,0.00041789492,0.08552105,0.010941083,-0.027378313,0.037279792,-0.05357255,0.11061779,-0.14320758,-0.05344931,-0.068750285,-0.0042118207,0.055969544,0.0020482843,0.042048723,0.07700524,0.034978457,0.019646622,-0.016276017,0.063240334,-0.15858775,0.0031062863,-0.041230798,-0.12359089,-0.16424257,0.108049154,-0.101620845,0.10389003,-0.011283846,0.12362329,-0.06991002,0.14883688,-0.034448244,-0.038406827,-0.11807647,0.006087852,-0.052271347,0.0023435163,0.029572424
susan theresia,-0.31203735,-0.10025017,-0.46627244,0.42086425,0.20624179,0.12865779,-0.28198567,-0.44508883,-0.23767492,-0.13450062,0.100902855,0.09294858,-1.2417846,0.117163,-0.056595236,-0.028725173,-0.359271,-0.35748404,0.24225655,0.25295174,-0.2129634,0.19253406,-0.54094774,-0.1270884,-0.19203758,-0.5679196,0.11756102,0.3297515,0.08742241,-0.3222389,-0.29381347,0.50925446,-0.07422523,0.15429458,-0.2313999,0.7168684,-0.42008612,0.1964607,0.012945874,-0.080918245,-0.13375032,-0.3293507,0.049895152,0.027461609,-0.1741463,-0.31492546,-0.22086407,0.1893093,0.19876708,0.3788472,0.19954832,-0.12639539,0.010337748,-0.015091284,-0.18030392,-0.2532264,0.48289365,-0.44642606,0.5209839,-0.50504327,0.76149493,-0.35862428,0.1546638,-0.087350085
agakenyang,-0.09638779,-0.07193704,-0.02964183,-0.003426902,0.18238807,0.07395629,-0.04077016,-0.1342776,0.09579986,-0.11334491,-0.07022588,-0.048669938,0.0353323,0.06033683,-0.10749475,0.09213458,0.10248433,-0.07519433,0.0024440365,-0.10184386,-0.10708235,0.09198231,-0.15344194,0.048069738,-0.093131855,0.0629107,-0.04710822,0.036978643,-0.022725329,0.031899285,0.039183028,-0.07188183,0.09203075,-0.1628435,-0.030786619,-0.08654258,0.04525491,0.12564676,0.054017283,0.009664057,0.091275804,0.028944477,0.064577654,-0.04324449,0.05491341,-0.15746282,0.01851749,-0.04606469,-0.096384436,-0.1618711,0.064000934,-0.12422367,0.08659378,0.0068044257,0.07359073,-0.06289384,0.050282717,-0.09502547,-0.027728116,-0.09595591,0.03134334,-0.043652408,0.013428194,0.030883295
