brand,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
wings group,0.033477195,-0.010305912,-0.34639323,-0.008149083,0.0072412426,-0.23176518,-0.07521008,0.0062295473,-0.21055536,0.117131144,0.15965693,0.15339571,-0.053968847,-0.12654364,0.1313472,0.17782895,0.1800564,0.058657408,0.124030456,-0.16219759,0.06300073,0.12240648,0.062808186,-0.070632055,0.09566849,0.07817607,-0.07629083,0.19021058,0.08167848,0.056943417,0.085448965,0.06982656,0.19462031,0.05786658,0.012929098,-0.20231044,-0.17580056,-0.005408507,0.036731772,-0.014720289,0.0104975635,0.18337697,0.15550724,-0.12302563,0.06218158,-0.05737424,-0.070071965,0.17622098,-0.13791534,0.10989234,0.22958755,-0.025791544,0.058695644,0.12373114,-0.025781587,0.18853793,-0.00019730884,0.16427429,-0.29224157,-0.028909622,-0.13728929,0.07193155,-0.13030022,-0.05197315,brand
so klin,0.033099145,0.0051407414,0.03674448,0.022284959,-0.015961729,-0.00037106918,-0.10489566,0.10063388,0.14731202,0.037554905,-0.17290583,-0.07533713,-0.055462666,0.14223358,0.044272892,-0.07671812,-0.07247332,-0.07006049,-0.08102063,-0.06535107,0.029929101,0.074380055,-0.122749105,-0.002529319,0.031038955,-0.00835925,0.023365997,-0.1627979,0.027792506,0.029020667,0.06784167,-0.02107251,-0.10676329,0.14401762,0.07118067,0.009881781,0.037233204,0.093642406,0.0672164,-0.07793701,-0.2566076,-0.09677935,-0.075657465,0.057999626,-0.04169879,0.082851425,0.018144123,-0.13577345,0.18144023,0.033618137,-0.018218575,0.061523125,0.11387585,0.103145465,-0.058096394,0.048071235,0.03849556,-0.0087055,-0.064931236,-0.053660456,-0.12234466,-0.05683218,0.1751379,0.15542245,brand
sunlight,-0.014773553,0.006028762,0.016991947,-0.0060402905,-0.023436762,-0.0241509,-0.088453986,0.10903083,0.11001477,0.066279225,-0.0820476,-0.068324625,-0.047744818,0.14220768,0.016132724,-0.0145947095,-0.065327436,-0.06569514,-0.041708045,-0.024876792,0.029749071,0.072018504,-0.08887555,0.0034927996,0.020811282,0.017623205,0.030958086,-0.14449708,0.025441471,0.027187621,0.009648813,-0.020450655,-0.0400488,0.11841389,0.05771085,0.007220988,0.008697052,0.048451718,0.0353318,-0.10015412,-0.2227779,-0.06710716,-0.054052215,0.07103393,0.005893252,0.08122687,0.028230831,-0.06607893,0.14912537,0.021141395,0.04996872,0.06959919,0.08474757,0.0846112,-0.03919381,0.03287573,0.05875212,0.0010187929,-0.047689274,-0.014203412,-0.12080997,-0.02991366,0.1213693,0.14609234,brand
daia,0.13351466,0.0036993949,-0.3797422,-0.004880896,0.011946831,-0.2055305,-0.08435429,-0.013688669,-0.217007,0.07679497,0.056003574,0.19908872,-0.06412795,-0.15512538,0.150511,0.10866864,0.1979045,0.08578046,0.07163009,-0.22989404,0.03966447,0.13514063,0.04155986,-0.060711455,0.11413146,0.06541051,-0.09075883,0.20173241,0.10261545,0.0979205,0.19170257,0.059168227,0.15454482,0.07696961,0.047790717,-0.22911353,-0.168432,0.09591746,0.088693455,0.025271438,-0.028341446,0.1537227,0.13335322,-0.15649642,-0.0154503705,-0.06918128,-0.08918102,0.13889012,-0.10463403,0.1489667,0.13562605,-0.06629342,0.122917384,0.14888638,-0.048043758,0.19735242,-0.04840929,0.13967401,-0.39026344,-0.091249034,-0.14111337,0.05251796,-0.0999735,-0.08701002,brand
rinso,-0.013673415,0.0048216935,-0.019629125,-0.009640267,-0.02158194,-0.04452497,-0.08430119,0.10065347,0.075716734,0.07237916,-0.052627474,-0.046076335,-0.047892675,0.11687823,0.023456791,0.00855223,-0.04142808,-0.0534996,-0.024216028,-0.03466247,0.032461904,0.076256886,-0.07213038,-0.0013320021,0.026840396,0.026605532,0.02140077,-0.112389416,0.031014241,0.032644548,0.01118584,-0.013352031,-0.012143043,0.11101435,0.052580103,-0.013082272,-0.010688791,0.04163225,0.03340991,-0.093501836,-0.19991675,-0.04136982,-0.03349234,0.055208325,0.01455169,0.06883824,0.019880047,-0.03804835,0.1205785,0.028600464,0.0714123,0.060601756,0.08134459,0.087939456,-0.036330946,0.045239802,0.05463151,0.015021501,-0.07013894,-0.012708036,-0.122634485,-0.018395465,0.094008386,0.12529838,brand
mama lemon,-0.21353297,0.10146732,-0.2442432,-0.4702466,-0.14805621,-0.14151841,0.037872724,0.24069336,-0.3040688,0.2517907,0.5342146,0.23555551,0.011343885,0.22225462,-0.4187826,0.43522233,-0.03630226,0.06260483,0.11849262,0.24626765,-0.15334857,0.110633634,0.21896483,0.3072292,-0.092300564,0.32678008,0.1649917,-0.042743362,0.13212858,0.25020927,-0.25696093,-0.24327764,0.66260016,-0.103540786,0.06867419,-0.15894766,-0.3421896,0.049036272,-0.12782139,-0.32945567,-0.13228038,0.034726255,-0.057222456,0.18006635,0.27381468,0.14894716,0.14761227,0.7461404,0.12429227,0.024820834,0.44023418,0.032679684,0.19681089,-0.091591366,0.13289246,-0.25397825,0.10009287,-0.10453834,-0.26763833,0.21762893,-0.18511815,0.2544526,-0.4066412,-0.038609035,brand
baygon,-0.2795478,-0.045891,0.059493165,0.055506565,-0.0009667231,-0.15182325,-0.080835596,0.13059533,0.11061075,0.19389418,0.23437804,-0.2135012,-0.033587433,0.13678937,0.046531685,0.18850413,-0.062710345,-0.14044584,0.16948603,0.12152863,0.14187945,0.04330444,-0.031058328,-0.09977198,0.011800523,0.01490631,0.039640605,-0.106900774,-0.043045834,-0.13258493,-0.27578288,0.09117481,0.031171042,0.07496047,-0.057984732,0.07796303,0.0118051525,-0.2988245,-0.1030889,-0.15942284,-0.05107376,0.083899245,0.0820525,0.11309115,0.23596597,0.064345494,0.061070096,-0.011651289,-0.04571163,-0.08841196,0.34463012,0.18104601,-0.16473645,0.04710614,0.0028385073,0.08651771,0.1981496,0.14026183,0.23664713,0.1494704,-0.11080469,0.010469614,0.040971953,0.23340178,brand
hit,-0.029648285,0.0059667584,0.00661726,-0.014152442,-0.025151454,-0.03442533,-0.08332506,0.1105732,0.094785154,0.07608545,-0.050560616,-0.064125285,-0.045632917,0.13854164,0.009445931,0.0072158943,-0.05989711,-0.06322222,-0.026936322,-0.014172485,0.0306679,0.07171831,-0.07678592,0.0040145046,0.018840468,0.026146695,0.031916052,-0.1347513,0.025348112,0.026587427,-0.007950446,-0.018807214,-0.016883366,0.110070854,0.05260198,0.0039993413,-0.002063911,0.03285543,0.025394717,-0.1057871,-0.20924713,-0.05425431,-0.04442385,0.07259844,0.021756694,0.079119295,0.03007426,-0.04204697,0.13508755,0.018069908,0.073749445,0.07125825,0.07501915,0.07962197,-0.033316508,0.030722775,0.0647628,0.00650107,-0.044479318,-0.0020789907,-0.12081292,-0.020418327,0.10201672,0.14128248,brand
top coffee,0.04344994,-0.011688476,-0.1491329,-0.057790853,-0.01008386,-0.07686865,-0.07828826,0.07027081,-0.031577945,0.09201204,0.0389916,0.0488619,-0.06472291,0.05594672,-0.0042502386,0.098325565,0.028792173,0.016158339,0.03486768,-0.07594805,0.032294795,0.099342406,-0.06534048,-0.016339097,0.061130274,0.07121101,0.025566237,-0.017558005,0.022306962,0.07722634,0.047687747,0.027915988,0.09330031,0.03993418,0.08314476,-0.093300395,-0.151927,0.067199506,0.07150507,-0.10379068,-0.15639395,0.014362041,0.00051501265,0.012286054,0.06582691,-0.0008150157,0.03211198,0.06849257,0.045946814,0.09909144,0.15935129,0.002064534,0.106105104,0.040777296,-0.04418388,0.06003986,0.027025094,-0.005070555,-0.19900683,-0.008292845,-0.07969394,0.05461076,-0.00034760288,0.0110283485,brand
mitu baby,0.07832058,-0.019637313,-0.32546777,-0.043907825,0.0070584193,-0.17887563,-0.08103265,0.01232476,-0.17799392,0.11454935,0.13730673,0.14983475,-0.07023375,-0.084883034,0.07236566,0.17712602,0.15115604,0.07583684,0.113015935,-0.15543047,0.05136943,0.12785736,0.0053624385,-0.067288175,0.10372673,0.0896448,-0.032054216,0.15064906,0.047150932,0.07843004,0.1032492,0.08354281,0.1908611,0.016810661,0.06339125,-0.19434258,-0.23457493,0.040106144,0.076478705,-0.052161507,-0.038976677,0.13520487,0.10774692,-0.09417854,0.08079351,-0.077049635,-0.023068115,0.1692509,-0.09823777,0.14634903,0.23553377,-0.04749473,0.08847882,0.06214606,-0.043252,0.14926195,-0.006896341,0.08606629,-0.3220492,-0.026489934,-0.08564516,0.09959054,-0.108496085,-0.080644354,brand
wardah,-0.0022342338,-0.010216626,0.04693961,-0.00759759,-0.0024426628,-0.0003310967,-0.07158357,0.09396182,0.13819703,0.06777494,-0.060040534,-0.08964905,-0.05946147,0.16356874,-0.021388695,0.0002697939,-0.08140096,-0.060303267,-0.020782337,-0.012370644,0.06589919,0.06515661,-0.15028052,-0.025166195,0.023438346,0.032121744,0.048889708,-0.1528522,-0.02120842,0.022742927,-0.005946732,0.025424438,-0.048264503,0.08460815,0.07805158,0.037247896,-0.03989198,0.026853837,0.045405816,-0.12130567,-0.24355957,-0.09177497,-0.060612112,0.09038612,0.04248677,0.047836144,0.06269977,-0.08546527,0.145856,0.034988567,0.088307045,0.06744978,0.064291134,0.03170671,-0.058543444,0.021904688,0.06282619,-0.025107775,-0.023487192,0.0038389768,-0.061111696,-0.011386792,0.14121962,0.1252783,brand
make over,-0.03746195,-0.015598793,0.046926424,-0.04398116,-0.0043800715,0.017555095,-0.11179489,0.113464326,0.123116925,0.15059642,-0.058339532,-0.12158403,-0.08866922,0.19096866,-0.03174265,0.024001874,-0.10718242,-0.04300782,0.017555822,0.030308947,0.030277368,0.04143525,-0.16273855,2.0231528e-05,0.011008693,0.020227874,0.06840016,-0.13020372,-0.036624286,-0.011168713,-0.022985669,-0.0051857135,-0.05393181,0.058830302,0.060246967,0.050573133,-0.08731508,0.04502753,0.08516231,-0.12941799,-0.21525219,-0.07684085,-0.11095743,0.0913281,0.05888,0.056060374,0.06956421,-0.05844502,0.15864216,0.07367119,0.14192212,0.030384615,0.043634035,0.00031406304,-0.056383356,-0.01982663,0.09709336,-0.0394636,-0.010536013,0.012223088,-0.0677536,-0.019010507,0.10577893,0.11155234,brand
emina,-0.02314913,-0.015979901,0.09971206,-0.030614585,-0.004491561,0.050555363,-0.12314312,0.12093565,0.17844707,0.1332697,-0.12565759,-0.14996538,-0.09018835,0.22479442,-0.032778654,-0.02511262,-0.1410141,-0.0597715,-0.018256614,0.029535897,0.025966607,0.03736992,-0.19436197,0.0048320666,0.0051612803,3.1032192e-05,0.07783736,-0.17615041,-0.043856826,-0.017874537,-0.005675178,-0.01535581,-0.11133586,0.075911,0.070789024,0.076504715,-0.05464854,0.06941359,0.09782137,-0.13119946,-0.25497788,-0.11960009,-0.14514369,0.10685585,0.033094272,0.07311225,0.07653912,-0.115831405,0.20612669,0.06845948,0.093167394,0.039417915,0.057986658,0.0008405124,-0.06649168,-0.030834135,0.09503816,-0.06026536,0.0123016,-0.0021180776,-0.06573492,-0.04204384,0.15586668,0.14106265,brand
sariayu martha tilaar,0.1068619,-0.009219926,-0.3231026,-0.050996777,0.024524454,-0.14742088,-0.108014785,0.0012237205,-0.17981336,0.16034639,0.0654355,0.12741265,-0.106840625,-0.08469066,0.09170527,0.13439007,0.13835442,0.09879532,0.1179,-0.15882958,0.03341674,0.10423717,-0.036819763,-0.054247648,0.09724061,0.072334185,-0.04104848,0.18669079,0.03913566,0.056439687,0.15418176,0.06728357,0.13602702,0.018849917,0.056605347,-0.17447756,-0.2545604,0.09560563,0.13473198,-0.015286129,-0.03861703,0.12037287,0.060461238,-0.118295014,0.03218822,-0.08694202,-0.037335426,0.1415069,-0.06973484,0.19687057,0.21601036,-0.10075477,0.08575659,0.056701258,-0.05958736,0.12521803,-0.008303266,0.08608248,-0.34279215,-0.063055076,-0.08625783,0.060904577,-0.09202398,-0.110111594,brand
purbasari,-0.12576081,-0.030442808,0.026411183,-0.037145134,0.0011544402,-0.038884882,-0.099740274,0.11478041,0.08796256,0.20133173,0.07844201,-0.14644065,-0.082336366,0.16910955,-0.022654178,0.11445595,-0.083628684,-0.051762506,0.10128084,0.07688899,0.06523318,0.036376856,-0.12430565,-0.03654574,0.010824066,0.03375995,0.06349608,-0.08879113,-0.053836167,-0.054678198,-0.11803972,0.035021164,0.007625947,0.035551753,0.021408174,0.059159886,-0.11174503,-0.07425369,0.033969086,-0.14528301,-0.14042467,-0.008130612,-0.047343396,0.09363541,0.14197038,0.03978963,0.072295904,-0.0015814783,0.071587384,0.04704854,0.26098937,0.056301415,-0.041886248,-0.012757509,-0.037075493,0.0019530656,0.1410279,0.015691016,0.056653485,0.06911449,-0.0630277,0.00755813,0.049582426,0.120944485,brand
viva cosmetics,0.120455265,-0.008369694,-0.3276515,-0.046653472,0.026509654,-0.14519972,-0.1102296,-0.0029515855,-0.1795748,0.15463854,0.050396502,0.13138114,-0.1086773,-0.09072302,0.098484024,0.12396881,0.14189556,0.10172586,0.11223349,-0.169675,0.032411233,0.10610434,-0.040703706,-0.05654509,0.10106393,0.0687491,-0.044735815,0.1895594,0.041053906,0.05899228,0.16937047,0.06915358,0.12731856,0.022486718,0.06044106,-0.17753178,-0.25206208,0.106571205,0.14223996,-0.008074559,-0.04194834,0.11780465,0.059805375,-0.124359965,0.021532372,-0.090285,-0.041134186,0.13219883,-0.06809907,0.20209521,0.20351392,-0.10586671,0.09163762,0.061417863,-0.06344203,0.12971723,-0.014615929,0.085505605,-0.35415068,-0.072347015,-0.08625065,0.056900084,-0.08577876,-0.11402573,brand
kahf,0.11966789,-0.008464697,-0.33257592,-0.046501108,0.023453541,-0.15014082,-0.10923186,-0.0017942302,-0.18288036,0.14940202,0.0538392,0.13801292,-0.10422577,-0.09301024,0.09931024,0.12662081,0.14437257,0.10000224,0.109484494,-0.1741922,0.030347444,0.11132564,-0.032576907,-0.05527501,0.10216175,0.06891542,-0.045766488,0.18700807,0.04548586,0.06275086,0.16998717,0.06839228,0.13303038,0.024795681,0.060940493,-0.18366411,-0.24833466,0.10612118,0.13843393,-0.009753014,-0.04250413,0.12005529,0.06412888,-0.12563746,0.022446256,-0.08869882,-0.041891575,0.13633537,-0.06965059,0.19796464,0.2012997,-0.10175741,0.096507356,0.06638821,-0.06077811,0.13364977,-0.015996493,0.085961,-0.35835308,-0.072195455,-0.08988586,0.06036386,-0.08925204,-0.11152902,brand
ms glow,-0.016849417,-0.010581132,0.09993004,-0.0035650819,-0.00534229,0.022829168,-0.07560645,0.10740648,0.18473977,0.06584233,-0.084612355,-0.12539686,-0.057444114,0.20115876,-0.03413372,-0.02116467,-0.11616343,-0.08002007,-0.03636022,0.011229333,0.06490042,0.058292948,-0.16907224,-0.020876791,0.01221419,0.021199945,0.063785344,-0.19611558,-0.032059357,0.009434663,-0.022872154,0.018733852,-0.080195025,0.0916843,0.08038491,0.06913917,-0.014580373,0.021704983,0.04029713,-0.1345835,-0.26801682,-0.122606665,-0.08427131,0.11589154,0.04178293,0.06527982,0.07676962,-0.11712853,0.17848217,0.019734895,0.0731955,0.08514607,0.0580209,0.023066292,-0.05940317,0.0035989513,0.07505046,-0.04016649,0.019859206,0.010766519,-0.057375178,-0.024436884,0.1726695,0.1575836,brand
scarlett whitening,-0.05367464,-0.014890209,0.12725452,-0.039426524,-0.009634039,0.05632796,-0.11827292,0.13375701,0.19426715,0.14387183,-0.10323217,-0.17222238,-0.085651785,0.24884835,-0.052846316,-0.013560421,-0.1606982,-0.07138125,-0.011716628,0.062314287,0.025733555,0.031254783,-0.19280446,0.00975503,-0.00572188,0.003654535,0.09131783,-0.19799146,-0.05158335,-0.027365945,-0.042077914,-0.019208614,-0.10436375,0.07038988,0.06675092,0.09757583,-0.048472643,0.045929328,0.08051844,-0.14925645,-0.2572237,-0.12728055,-0.15101042,0.12965676,0.052296706,0.08393249,0.09033014,-0.108093426,0.21396479,0.05222452,0.11119571,0.054899223,0.041137923,-0.012019319,-0.059038945,-0.049107343,0.11226631,-0.06618716,0.04932388,0.019258706,-0.06291683,-0.039394483,0.15518187,0.15931201,brand
somethinc,0.018655324,0.012975961,0.016299905,0.019990299,-0.018063214,-0.032728672,-0.04952253,0.08728799,0.113792896,0.0028532923,-0.076187,-0.041616246,-0.029888986,0.1131708,0.018508397,-0.033277497,-0.041100323,-0.07082093,-0.06539236,-0.052776657,0.065216064,0.078739315,-0.088452876,-0.018747801,0.029910157,0.03312145,0.013054451,-0.14684722,0.034934066,0.05789938,0.021053147,0.0039739106,-0.03140548,0.13253632,0.07346294,0.0033727884,0.03525878,0.034081116,0.005130535,-0.08693176,-0.23902771,-0.077727064,-0.01212874,0.069843225,-0.009427695,0.07079674,0.02134914,-0.08143793,0.13064572,-0.0035006332,0.011051568,0.091117814,0.09426144,0.10061735,-0.046674233,0.05930853,0.02986498,0.014760228,-0.058988035,-0.017832272,-0.10777506,-0.024898034,0.14497417,0.14457211,brand
dana,-0.04011261,-0.0021555177,0.09157768,-0.0049766814,-0.014078721,0.008510888,-0.0677916,0.111947075,0.16551656,0.06802234,-0.057435386,-0.1196347,-0.0492569,0.1883328,-0.02898287,-0.010194104,-0.10697642,-0.08335058,-0.030406602,0.022293312,0.061402895,0.05356367,-0.13856244,-0.013786837,0.007604991,0.025246937,0.054993656,-0.18623479,-0.016806379,0.010173757,-0.043478623,0.0046123113,-0.0578999,0.09913799,0.06761113,0.06652896,0.0028407406,0.004602501,0.016697202,-0.12942547,-0.24824943,-0.10448481,-0.066473976,0.115869716,0.041758314,0.07840204,0.065666914,-0.09303808,0.16174462,0.002509119,0.07705513,0.09430015,0.047194596,0.038146816,-0.04850322,0.0040615117,0.0808503,-0.01961378,0.028689869,0.021340828,-0.07576222,-0.026252702,0.15347677,0.16569297,brand
ovo,0.15532112,0.0078013274,-0.35336387,-0.020538958,0.017531166,-0.17008278,-0.06100723,-0.021095913,-0.20014885,0.06245554,0.05714365,0.1958947,-0.07131302,-0.13863257,0.107112505,0.10215938,0.18359023,0.094932966,0.06502928,-0.22181623,0.053835858,0.12558424,0.00063995004,-0.061710674,0.11317189,0.086814,-0.077162534,0.18310827,0.07979801,0.11592394,0.19034454,0.068140574,0.1556198,0.05773633,0.07363188,-0.20508194,-0.1942165,0.107020274,0.09428806,0.011233858,-0.062397216,0.1203382,0.11735959,-0.13335073,-0.0120906085,-0.08096723,-0.06691046,0.1330708,-0.08561657,0.15674895,0.13196981,-0.07464154,0.13033015,0.11546011,-0.061495043,0.17267634,-0.057046987,0.107473746,-0.3893391,-0.084481716,-0.10445517,0.0629737,-0.07830006,-0.10494541,brand
gopay,0.06437989,0.0033075754,-0.32257763,-0.04722195,0.0051249308,-0.18570925,-0.046805687,0.0068462514,-0.20071441,0.10184723,0.15890974,0.16508201,-0.06017184,-0.09970562,0.06351761,0.1711841,0.15895483,0.07394699,0.10518779,-0.14664754,0.060713865,0.11349957,0.025437219,-0.048487075,0.08758803,0.109964415,-0.05293309,0.16319335,0.06655423,0.09564108,0.08793001,0.05983015,0.2124753,0.033183396,0.048535474,-0.18322216,-0.20909414,0.030903583,0.044331644,-0.03565778,-0.037686497,0.1374375,0.12298228,-0.092010826,0.059690148,-0.060665727,-0.040427245,0.19255847,-0.098645836,0.121471755,0.21657766,-0.04028197,0.087116465,0.0831967,-0.0359065,0.14217398,-0.01335551,0.11235221,-0.31161156,-0.022065213,-0.10392019,0.08819191,-0.11764079,-0.07892515,brand
linkaja,0.038760465,-0.0017723795,-0.35421377,-0.040751778,0.0065188413,-0.21268052,-0.105547994,0.018570298,-0.22534749,0.16814725,0.11660337,0.14847973,-0.07658974,-0.110530086,0.13038334,0.1634778,0.16366568,0.07553729,0.12507613,-0.15052895,0.02032457,0.11168775,0.05491386,-0.031920582,0.083646625,0.06502458,-0.06921015,0.2086643,0.0884922,0.04802566,0.11395362,0.030003527,0.17939502,0.05370526,0.0049275495,-0.20325713,-0.19725342,0.051422372,0.08130032,-0.0021385401,0.012196467,0.1760065,0.10510505,-0.13572231,0.034564495,-0.046282887,-0.07459965,0.19329773,-0.10134901,0.14844319,0.2238824,-0.06580627,0.07367216,0.11937867,-0.024839813,0.15366638,0.0077490043,0.15330942,-0.31940794,-0.04902861,-0.15579692,0.051824175,-0.14734733,-0.068492934,brand
bca digital,-0.009331148,-0.024785027,-0.33981907,0.003851859,0.02037997,-0.24265322,-0.11202009,0.00935174,-0.20920324,0.18281995,0.15429446,0.10612093,-0.07497117,-0.121106796,0.17183864,0.18669805,0.17250288,0.05553264,0.16566056,-0.14383921,0.05960366,0.10545246,0.05445156,-0.080051884,0.09211609,0.0486442,-0.08271058,0.22243956,0.06800546,-0.0029981092,0.073145196,0.07097906,0.16124843,0.057035774,-0.024256619,-0.18612313,-0.18524238,-0.029228859,0.059721936,-0.0026000168,0.052127697,0.21040705,0.14498736,-0.1413603,0.07020646,-0.059962604,-0.08171326,0.16257852,-0.15266335,0.12839353,0.2724843,-0.03966146,0.01189209,0.12554982,-0.023508646,0.19256139,0.033143934,0.19940734,-0.25143966,-0.02829817,-0.14803189,0.04751327,-0.14153406,-0.041960165,brand
jenius,-0.01739749,0.019552413,0.00013031531,-0.05347012,-0.03168977,-0.0029952126,-0.11448838,0.12548414,0.07910058,0.11886007,-0.109379664,-0.06420727,-0.06904046,0.15799865,0.00081243215,-0.015655708,-0.07994123,-0.04251612,-0.039287955,-0.010377083,-0.0212446,0.05734597,-0.088194266,0.054760106,0.009630458,0.015594434,0.041904077,-0.12576902,0.036577336,0.028888177,0.030647134,-0.07574914,-0.03281682,0.10653798,0.05048977,-0.0002505011,-0.022392303,0.11147834,0.07790141,-0.098142415,-0.21986362,-0.06642978,-0.109097235,0.06347196,-0.018816134,0.09634303,0.024378909,-0.02786601,0.18825625,0.05861714,0.050757155,0.02402735,0.110167384,0.07827672,-0.034436055,-0.010073565,0.0670514,-0.017681006,-0.0817595,-0.02863697,-0.14421621,-0.03895532,0.088654935,0.12226719,brand
seabank,-0.031221662,0.0030279737,0.05746227,-0.0019422361,-0.019283129,0.0076086875,-0.1302264,0.122683555,0.14546299,0.115722,-0.15340915,-0.12439951,-0.072077334,0.1725413,0.03939402,-0.051980633,-0.10284947,-0.07150237,-0.04355605,-0.008868051,0.0073536565,0.05131466,-0.12206788,0.018947713,0.011176417,-0.020824842,0.0370059,-0.15497217,0.013766747,-0.016895674,0.021835193,-0.047923967,-0.112279385,0.13009942,0.039785214,0.041554026,0.021465948,0.07602684,0.077381164,-0.08862728,-0.22794786,-0.08049122,-0.109437495,0.06891671,-0.021235147,0.10019338,0.022134613,-0.11469994,0.19195801,0.042182937,0.03511192,0.047027133,0.07357453,0.086061716,-0.04850999,0.014431101,0.08284995,-0.000986701,-0.0121729355,-0.033687443,-0.13710202,-0.06995014,0.14852306,0.17027862,brand
bank jago,-0.5968949,-0.08509714,-0.088619635,-0.3858696,-0.0869852,-0.32618257,-0.0959846,0.27095625,-0.1896276,0.5053086,0.77808505,0.016143836,0.028628694,0.43551093,-0.31124434,0.6384288,-0.115537256,-0.04458062,0.3257458,0.43301472,0.05854419,0.1605753,0.21253218,0.14081734,-0.1313206,0.21750501,0.12434864,-0.020545114,0.003207354,-0.07070637,-0.5885195,-0.14582303,0.5975569,-0.058245566,-0.11504479,-0.024370998,-0.42310604,-0.35950488,-0.24381575,-0.47690594,-0.022767924,0.13470358,0.06329514,0.22629526,0.59681875,0.20845285,0.14192739,0.6899284,-0.016288985,-0.025515825,0.8751217,0.21336555,-0.13330287,-0.023698166,0.17330556,-0.14231677,0.35736623,0.19526511,0.1482823,0.38359946,-0.22677341,0.19004858,-0.4873414,0.26799726,brand
livin' by mandiri,-0.5859781,-0.22675852,-0.10502951,-0.052848898,0.0696305,-0.46629623,-0.16160586,0.1132393,-0.14099143,0.38391787,0.676021,-0.034637913,0.024690434,0.28323603,0.026834844,0.56747615,0.048175413,-0.06837269,0.4413193,0.20553795,0.20402771,0.12561417,0.2266083,-0.1445953,0.010184011,0.104169466,-0.041692115,0.10255715,-0.06611054,-0.2844691,-0.44108474,0.06937909,0.33502036,-0.07068465,-0.21083191,-0.05246088,-0.2961393,-0.5684667,-0.16996256,-0.34141475,0.14076574,0.26232576,0.27629644,0.023829995,0.54296046,0.06166029,0.042371567,0.35899842,-0.28474337,-0.06311274,0.86341465,0.29103354,-0.32252792,0.11599587,0.1828738,0.11890929,0.2933401,0.3710418,0.2668352,0.31737396,-0.13168047,0.11129525,-0.3883655,0.25380588,brand
flip,-0.051088925,0.004601728,0.047385037,-0.01709205,-0.023288894,-0.0024775025,-0.12220499,0.1271443,0.12702034,0.1275926,-0.11291939,-0.118900046,-0.06853551,0.17301227,0.024156401,-0.024092041,-0.099652335,-0.06892812,-0.027260298,0.008934769,0.005268434,0.05050851,-0.10628688,0.023931246,0.0064962627,-0.007777304,0.041209586,-0.14723851,0.013955466,-0.014864902,-0.0029219529,-0.049628265,-0.07979153,0.11807282,0.034940027,0.03857413,0.0077609727,0.058899645,0.06376751,-0.09905504,-0.21420324,-0.06839896,-0.101010025,0.07528726,-0.0008557029,0.09985341,0.027401222,-0.080777615,0.1792482,0.037198722,0.06433124,0.049944893,0.06354987,0.077467695,-0.039484095,0.005558377,0.0907733,0.0013137432,-0.007822239,-0.016284969,-0.13669841,-0.056948684,0.12323932,0.16424656,brand
gojek,-0.098144285,0.41084415,0.18207794,0.18221661,0.11641523,-0.1711088,0.41229367,-0.16645569,-0.22452235,-0.26081452,-0.02884565,0.065112375,0.01699361,-0.22535181,0.11496557,-0.5112606,-0.014878295,-0.05832825,-0.091372214,0.12872447,0.30805418,-0.28178045,0.07811182,0.19170675,-0.28355122,0.21178079,-0.4781346,0.32006162,0.40760985,0.12518656,-0.0021254346,-0.26761955,-0.0625052,0.5554322,-0.21289988,0.329565,0.5290008,-0.050458327,-0.3371025,0.5287866,-0.03523248,-0.13472742,0.24158834,-0.029785788,-0.5319105,0.30735627,-0.34911996,-0.0038201585,0.060601853,-0.3004448,-0.4778217,0.14311823,-0.034471404,0.4437866,-0.043946862,-0.11399674,-0.17803039,0.50835556,0.24066204,-0.09085287,-0.3859482,-0.48999035,0.15891814,0.14859004,brand
